Header,Rating,Review,Product
bumpi but success connect process,4.0,onc you get the switch connect it doe work buuuttt there the rub it found my wifi easili and connect quickli but get it oper thru alexa wa the trick i instal network fairli reguarli so im familiar with connect variou devic it when it wa time to get alexa to find it then control it i found it wa an instruct and softwar issu not the hardwar after follow sever tip i got it work but thi process is not even remot intuit i found the kasa softwar to be lack in the extrem to call it simpl is an understat alexa doe run thi switch but offer no other option for control ie turn on lamp at sundown etc the kasa app doe offer thi thru it simpl user interfac but i didnt get thi to run it thru them just alexa thi is my first step toward a smart home a slightli bumpi but success first step now to see how long thi switch last onli oper a floor lamp drive a larg led bulb,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
buggi and unreli,2.0,these were great for a littl while i had troubl get them set up but read the instruct and got it go howev now the plug drop off the network ever 5 7 day i have to complet go through the set up process to get them work properli again veri frustrat i won t buy these again,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
great product hint for remot control not work,5.0,i bought thi specif to go with my new amazon echo and to be abl to setup variou time that thing would go on and off while we are away from home to give the impress we are still home the setup through the tp link kasa app wa easi at first it work right away with one except remot control wouldn t work i would tri to enabl it and i would get bind fail error can not connect to the server i then tri reset it complet and re ad it about 15 time noth work and i wa get pretti frustrat i wa still abl to setup a schedul for be away but i also want to tell alexa to control my light i wa abl to fix the issu after think overnight about it my wireless router ha a gener firewal secur level that doesn t provid much detail it s a hiltrontechnolog router provid through my cabl internet compani i wa look around in the set and rememb the default set for thi wa medium and i had chang it to high i chang it back save and tri re enabl remot control via the kasa app and it wa alreadi on and work now i then wa abl to easili add the skill for kasa to my echo and i can tell alexa to turn my light on and off so hint if you get thi same error take a look at the firewal set on your wireless router,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
work great easi to setup,5.0,work great easi to setup and work with amazon alexa use the free kasa app attach screenshot work just as well and easili as the wemo at a much better price fyi thi is for the wall plug bot the power monitor wall plug,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
like not be locat by alexa,4.0,i have two tp link and four 4 wemo switch two echo dot six 6 blink camera all work with alexa tp link plug work without ani problem but wemo ha some issu like not be locat by alexa occasion when thi happen you have to reset the wemo the blink camera work well with alexa no issu so far my rate is veri good for the abov mention compat product that work well with alexa ps i also have nine 9 non compat eco plug that work flawlessli with my galaxi s7 and they are the cheapest on the market price between 12 16 dollar i would give thi smart plug a 5 star rate they work better then the more expens plug wemo tp link which cost anywher from 30 to 59 dollar howev i have 2 echo dot that onli work with the expens wemo tp link smart plug becaus i realli like the echo dot that s whi i had to pay i m hostag to the market that integr with the amazon alexa lol,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
excel solut easi to set up and use,5.0,easi setup work as advertis the app for the iphon is easi to use tap the button and when it turn green the devic is on and ad or edit addit smart devic is also easi you instal the app plug in the smart plug set your mobil devic s wifi to the smart plug s wifi network and follow the direct when oper the devic either over my home network or the lte network there is no percept delay the onli downsid is the plug is rather larg so you will onli be abl to use one of these on a dual wall outlet and onli on the top plug i will be ad more tp link smart devic to my network,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
great and easi to use outlet,5.0,i got thi and a pair of thin one sinc outlet are differ for each to fit love them put two in den and live room where the lamp use a floor switch behind sofa what a pain it wa to turn those lamp on also one for the lamp on my night tabl had to get out of bed to get to the lamp switch to turn it off when go to sleep now my alexa app in the hous or my kasa app on my phone turn the lamp on or off no hassl easi to use if i wa not sell hous in two year i d get the wall outlet too tri to see when and where to get the led bulb to use also tp link the best out there for thi,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
onli 2 4ghz and can t auto reconnect under spotti wifi,3.0,thi plug onli connect to 2 4ghz wifi and not the 5ghz so buyer bewar when you purchas and dure set up i spend a few cycl toggl between wifi frequenc on my mobil devic to set it up i also have a spotti wifi connect in my home and if my router echo and mobil devic get knock off the wifi it doesn t auto connect when the internet come back onlin then i have to set it up again which is annoy i wonder if there are more durabl plug out there that can withstand spotti wifi connect and scenario where it s have to constantli re connect on it s own that be said it work well when it s set up the mobil app is straight forward and it sync to my echo easili i would absolut give it a better rate if i had a more stabl connect and didn t have to face the constant re connect problem,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
an old ladi can set thi up,5.0,okay so it took me a while to set up i kept think about the neg stuff i read instead of read the instruct i am a femal close to 70 so i would think just about anyon could set thi up and ye it doe work with alexa i wa a littl worri becaus it onli work with 4g internet and i have both onc i made my mind up thi guy wa set up and work have schedul set to come on and off when we are gone part of my problem wa set my phone to the plug on set to set up but of cours that is in the instruct if you read them also with alexa don t even tri to set up until you have the plug set up,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
thi is the way to go,5.0,if your go to get a smart plug i recommend thi one the tp link is easi to get start stay connect and if it s disconnect rememb all the set so you don t have to redo it i had tri the wemo which wa a huge pain to get set up and took a long time disconnect a lot so i sent it back and got thi glad i did i recent bought a 2nd one,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
love these,5.0,i ve purchas sever of these and so far about 3 week in they have been great they were easi to set up and it s realli nice to be abl to turn light on and off anywher i have a network connect you can pre schedul on off time or set them to away and they will turn your light on and off randomli dure a time rang that you set if you want to be abl to manual turn you light on and off you simpl turn on the light with the app and leav it on but use the switch on the light to turn it on and off the onli down side is that they are bulki and cover both outlet,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
veri easi to setup and app is veri good at guid you,5.0,i am fairli comfort with techi item but i wa a littl nervou about how thi would setup and connect i download the app use the qr code in the packag to my iphon 6 i connect via wifi to our network and then set up my kasa account via the app i follow the instruct on the app and wa set up in less than 5 minut one thing to note is that you have to have wifi to connect to the devic s wifi so i wa on my cellular servic for just moment while the devic connect to my app easi as pie to set up updat i did a test to see what happen when the power goe out of cours the devic doesn t work without power but i wa pleasantli surpris when power come back on or you plug and unplug the unit it reconnect on it own no further setup need,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
these work great and were ship on time,5.0,these work great and were ship on time just a head up you have to download the kasa app free with the alexa app free to connect the two so alexa can work the smart plug youtub it i do not recommend use thi on a tv it can be difficult to set up and or some tv model just aren t meant for thi mine is an older model these smart plug are easi to set up just look up some video tutori on how to,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
easi set up but make sure your router is strong enough,4.0,i purchas three of these outlet one for each floor of my townhous to allow me to turn on light without find the awkwardli place light switch the set up wa fairli simpl plug in the outlet use an io devic to connect to the outlet and program the set and you re done the android app find the outlet on it own without have to switch over to the devic s wifi signal they work great until i had all three of them up and run and then none could maintain a steadi internet connect on my wifi none of my other wireless devic have ani connect problem i tri reset the plug and program them again onli use one plug but noth work the onli solut i could find wa replac my router with a more power and more expens model onc that chang wa made all three outlet keep a solid connect i ve also use my amazon echo to discov the devic and now the light are voic control as well as app control it is pretti nifti but make sure you have a newer modem that send a strong signal throughout your hous without that you may experi connect issu,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
not homekit compat,3.0,it work fine with the compani s app but it s not homekit compat which is a huge neg for me definit will not be buy anymor of these if you need homekit compat like i do look into the ihom smart plug they also have their own app but are also appl friendli,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
easi to set up work great with echo veri nice qualiti,5.0,after read the disappoint review on wemo i wa look for anoth wifi outlet that did not requir a hub i found the tp link plug at less of a cost than wemo i purchas 2 to test with my offic light setup wa easi i plug them in download the app and follow the onscreen instruct they way the instruct lead you through setup it wa incred simpl the entir process took less than 5 minut onc setup i got to name the outlet and choos a pictur i test it with the app and it work perfectli next wa setup with my echo dot also incred easi i link alexa to my tp link account note you need to verifi your email address to activ your account befor you can link with alexa make sure you check your email and do that step first i wait about 5 minut and use the echo app to search for smart thing and it found both outlet i test it by ask alexa to turn them on and off and it work perfectli pro cost incred easi setup work with echo alexa nativ also easi to setup qualiti well packag with excel document plug is nice made doe not look or feel cheap con cannot think of ani we ll be get more of these for use at christma and in other room veri happi with thi purchas i m an it guy and i have to say i am veri impress i look forward to tri other product by thi manufactur,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
tp link is a smart purchas for the smart home,5.0,bought the belkin equival and couldn t get it to work with amazon alexa dot echo even though i m compet with set up wifi etc i return it and bought the tp link took mayb 5 minut to total set up and configur it s been a great addit to the alexa and now we plan to add on i prefer go with a plug vs a smart bulb those will burn out but thi will last plu i can chang what is plug in christma tree for exampl if i want if you don t have alexa so to speak the app is veri easi to use i highli recommend thi,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
want a plug that work with echo and that s easi to set up here it is,5.0,i purchas 2 of these as a test i want to tri them out befor i got more i hook them up to two light in my studi they were realli easi to set up download the app to your phone or tablet stick the plug in the wall the light into the plug then follow the wizard on the app that s it you can name them what you like and can group them so i can turn one light on at a time or off or turn them both on or of at the same time make them work with alexa wa equal as easi i just purchas a dot for thi veri purpos after set them up you just go into alexa and enabl the skill then click a button to find them it doe and you re good to go you can also enabl them to be turn on off remot via your phone alexa turn on my read lamp ok and the light goe on i have order 4 more and a second dot for the bedroom so i can turn on and off the nightstand lamp by voic,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
awesom devic easi to configur as long as you,5.0,awesom devic easi to configur as long as you can read just follow the instruct don t be one of those i ll tri to set it up and if i have problem then i ll read the instruct type of person kasa app work great onc you ve set thi up with the kasa app you can enabl remot access and control thi devic with googl on your phone tablet or with googl home,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
work well and use one for garag door secur,5.0,thi is a veri handi devic and work as advertis i order two and while i use one for light go on and off when we go out of town i use the other one for my garag door open thi wa my wife s idea when we aren t there or at night one of our car with a garag door open is park on the driveway all someon could do would be to unlock or break into the car and open the garag door i just thought that wa a great home secur use,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
work great but it s now a bulki relic,3.0,pro easi to set up work great con kind of obnoxi in size and shape thi wa my first companion to my googl home i realli love it and it made me go out and search for better version of it that s also the rub there are definit better version at thi point the main problem is it s bulki it work great but it s a big boy you can t have 2 in one outlet for exampl the tp link mini or the wemo mini are better bet both of those also work great but you can stack them,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
the local oper of the plug work fine but i could not get the remot oper,4.0,configur of the plug wa straightforward use the kasa mobil app download from the app store the local oper of the plug work fine but i could not get the remot oper to work i reset the plug use the reset button and repeat the setup thi time the remot oper work confirm by turn off wifi on the phone and use the lte network to control the plug i download the app on my wife s phone and log into the account i creat at first her phone did not see the devic but after a few minut it appear and she is also abl to control the devic the plug is control the live room lamp so i set a timer to turn the lamp on at dusk it is easi to edit the time so i will adjust thi as the sunset time chang and we use the app to turn the lamp off when we go to bed work great you can also use timer to turn the lamp off which we will probabl do when we travel you can set timer to oper by day sun mon tue turn the devic on or off and set the time you can select multipl day,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
easi to use some reliabl concern,3.0,they were veri easi to set up and connect first attempt my alexa found them immedi as well it is unfortun that my wink hub 2 can t see them but i knew that when i order i ve renam them a coupl of time on the kasa app and the chang work immedi with no issu so far so good i m concern that after a power blip the outlet went off line and did not reconnect when the power came back on as such they are interest item but i wouldn t depend on them if you realli want your morn coffe to be readi,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
get thing done by do noth,5.0,i ve spent my entir life work to get to the point where i could retir and enjoy do noth thi smart plug realli help me do that i have a half dozen of these plu some smart switch and light bulb with those and a few amazon dot and wand i can control light my televis and amplifi from anywher in my hous i also have a dot in my car so i can turn on the porch light live room light and the televis as i return from somewher and pull into my driveway i am continu amaz by how much i can do by do noth,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
a great add on or first time into smart home product,5.0,if you are new to the smart connect home thi is a great gateway into it i have sever smart light option in my hous but realli need to add one more light in the new bigger hous what i like about thi other than be control so easili by alexa is that there isnt a need for a hub or ani other piec of hardwar need thi one unit is cheaper than a singl light bulb in one of my other system the app easili let you set a schedul timer and even an away mode for a first timer thi couldn t be easier i may actual be purchas one or two for my parent sinc they travel so much,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
ok but limit use,3.0,i bought thi on a whim to see how use it could be turn out not veri much if you want to control someth that is on a switch outlet thi devic ha to boot up and when it doe the default is off the best use would be a lamp that can be program to go on and off automat i current use it to control a fan and i didn t need to spend 30 to do so their websit state it is googl assist compat that is half true it work well with googl home devic but doe not current work with the googl assist on pixel phone,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
stop work march 2 but tp link fix the issu,5.0,stop work after 2 month could no longer use with amazon alexa tri reconnect to tp link then full reset then delet all devic and app and reconnect incred buggi now edit tp link support ha fix the issu and all are work correctli now,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
conveni and easi but too big,3.0,thi smart plug is super conveni i origin purchas it to control christma light and tabl lamp but i ve found myself use it for load of other thing such as control a room heater set a timer to come on befor i arriv home and turn off when i m away veri easi to set up and sync to your wifi onli complaint is that it s too big it liter take up 2 outlet even though it is 1 plug great plug if you can deal with loos an extra outlet otherwis get the smaller one instead,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
work with 220v love it,5.0,great gadget i bought two tp link smart plug know that at the time it wasn t support on googl home but still thought it wa great that i can use kasa app to control and schedul my live room night light now that i can control ani devic use my voic via googl home googl assist it ll be even more cooler i live in south korea and these work on 220v even though it list onli 110v just buy the adapt to chang the plug type,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
work ok,5.0,not bad at all i am use it for a lamp in my entri way when i come into the hous hook it up to alexa take a bit of patienc and requir the download of an addit tp link app it doe lose connect with alexa occasion and you have to play with it in the alexa app to get it back on but other than that not bad,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
work,4.0,i bought one of these a number of month ago and had to return it becaus it wouldn t work with my router or someth on cyber monday through echo they went on an unbeliev sale and i had to get one when i got it i figur i would wait till i got my googl home i notic that the packag wa slightli differ and figur i would tri it again it work now i don t have to get a googl home and can get more of these over all the product is pretti great and work as advertis i wish it wa smaller as it doe cover both plug i current have it on a power strip so that s not a big deal i also wish it integr with wink or smart thing so that i didn t have yet anoth app on my phone it doe work with alexa onc the skill is inabl thi work great,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
work as expect perfectli,5.0,thi smart plug ha done everyth that i wa hope it would be abl to and ha given me no issu whatsoev i current have it connect to my echo dot but in the near futur i may be get a googl home and if so i will have to see if thi will link up to that as easili as it did the dot origin i had concern becaus i thought i had read in either a question or a review that it would not work properli if plug into a power strip instead of a wall outlet and when it came in it wa a littl thicker than i origin thought and could not fit behind my bed with my lamp plug into it i warili tri it plug into a nearbi power strip and it ha work perfectli no issu so far and hope in the come month i will have more opportun to get a few more of these smart plug and tri them out,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
great for difficult to reach lamp etc with alexa,5.0,i have thi connect to a lamp that is difficult to reach but we need for light alexa now can control thi lamp through the alexa app and the kasa app get thi set up wa easi i download the kasa app first then just follow the direct we could not be happier it is wonder to just have alexa turn the lamp off and on look forward to see what els i can use thi plug for the onli critic thing i have to say is that it doe hog up the outlet i have the link plug into a multipl plug outlet there are six plug in area so the link cannot domin the outlet,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
i had to tri to chang the wifi network i wa use other smart devic and alexa are on a hidden wifi network,2.0,seem to function out of the box but then i had to tri to chang the wifi network i wa use other smart devic and alexa are on a hidden wifi network and the darn thing lost it littl mind two hour of heartach and failur later it s go back i m sure the idea of bridgeless connect are appeal for peopl dabbl with smart devic but tp link s decis to go it alon and make integr their product with everybodi els s so difficult ain t good disappoint to watch thi not as smart as they think it is plug go back but c est ja vie,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
doe what it s suppos too,5.0,these work great i have more issu with the annoy aspect of turn off a light and my googl home repeat that it turn off the light audibl after i alreadi saw the light go off it wa obviou when the light went off that it work i do not need the home to tell me again after the fact gave feedback to googl about that i have an echo too but haven t tri to control them with it yet they are quit use for you need to cut turn on power to a devic or light that is all the way across the room,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
great product,5.0,i have onli been use the smart plug for one day but it doe everyth it is suppos to i bought thi after recent move into a top floor condo that onli had window air condit if i turn the air condit off befor i went to work it would take a good 2 hour onc i got home to cool down the condo leav it on all day obvious wa go to run up my electr bill i bought thi smart plug and set the schedul to have my ac turn on two hour befor i got home and then turn off a half an hour befor i leav for work for what i am go to save on my electr bill it wa complet worth the cost of the plug,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
purchas thi on prime day figur it wa perfect time to updat technolog in my home,5.0,purchas thi on prime day figur it wa perfect time to updat technolog in my home connect to wifi wa the most and onli difficult part of the product that be said instal wa veri simpl direct are short and sweet i couldn t connect to my wifi immedi for some odd reason i love be abl to turn light on and off from an app on my phone i can be in the other side of my hous and still reach a specif light is an app on my phone so so so easi wish i bought more at the prime day rate,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
my experi with thi smart plug and alexa,5.0,i use thi with my amazon echo devic i ask alexa to turn it on it turn on i ask alexa to turn it off it turn off no issu there have been time i want to turn it on but i wa on the phone and didn t want to be use voic command while talk to someon and i couldn t take the phone away from my head to open the app to turn it on and i wa trap in those situat you can you walk over to the devic and press a button on it that turn the devic on but i wasn t about to do that so i mute my phone call issu the voic command and unmut the call my friend had no idea and that s my stori and my experi use the smart plug with alexa,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
first one wa 5 star second one wa 4,4.0,it s a great way to get your feet wet with home autom much simpler and cheaper than deal with hub they work flawlessli and have certainli paid for themselv in term of conveni and save power the app is pretti intuit and i ve link them to alexa the second one i bought wouldn t connect to the app without some trial and error if you are not tech savvi there is a chanc you d have an issu but 2 out of 3 were flawless they ve last month and reconnect to wi fi after power outag without ani issu,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
good start for thi get their toe wet with smart home tech alexa compat,5.0,ok thi is pretti dope i got sold on the whole smart home gadget the bedroom light are wire through xfiniti and can be turn on with cell phone or on a schedul thi plug i put in the live room where i have my echo dot after an easi set up turn the light on or off is as easi as alexa turn on the light or alexa turn off the light my apart is older so most the light switch don t do anyth that i can tell so it s a perfect excus to make the place a littl smarter,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
pricey but doe not requir a hub,5.0,work great with my echo pricey but doe not requir a hub thi wa the primari reason for choos thi over other those that requir a hub don t have enough rang distanc unless you have mani space close togeth so that they can relay the signal to the most distant one thi work anywher in my hous where wifi work i feel that wifi is the way of the futur for home autom those requir a hub are just tri to shave cost wifi will eventu becom as cheap the onli downsid of wifi is that it requir more power make batteri oper impract i use it on a lamp that s posit such that it s hard to reach the on off switch now i just say alexa lamp on you can give each devic a differ name i use lamp sinc i onli have one,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
thi is such a big differ than it competitor,5.0,i can say with out a doubt thi is a far better product than it competitor i have had thi over a week now and it ha not disconnect one time the pack is top notch and give the feel of a qualiti piec of equip direct are easi to understand connect smooth and seamless to alexa and now my wife is turn the light on and off everi 5 minut you can set timer and auto on off function and away mode we connect to lamp to a 3 way plug spitter and use two lamp for one devic so i will be order more when i can becaus my wife these light on and off a littl too much,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
easi setup but no appl homekit support,3.0,i have sever tp link product and they work well so i chose the tp link plug unfortun i assum that sinc the smart plug support alexa that it would alreadi support appl homekit sinc it ha a much larger custom base the assumpt wa not correct i went through setup which wa quit simpl and the app look great but the switch is not compat with appl homekit thu it is not realli use to me and my home autom need hope there will one day be a tp link product that doe,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
it s a realli nice accessori to a smart environ,5.0,it s a realli nice accessori to a smart environ i have the alexa mini and they connect to each other no problem via the app wifi i use it to turn on the light and nowaday when it get hot to turn on the fan when i need it overal i haven t even begun to find the potenti of thi outlet to control other accessori but think of new way to make use of thi smart plug is quit excit onli complaint same as most review here is that the plug is on the bigger side so for sure it will take up two outlet on the wall that s whi they made the mini i guess but it s still an amaz product,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
easi way to make your home smart,5.0,work like a charm i love it it work awesom with my amazon echo dot and the app that you use to manipul it is veri easi to use where i live the electr will come and go ever so often when it return it take awhil to initi but onc it doe it work great awesom littl devic at an afford price point anoth thing i love about thi product is that it is plug and play it doesn t need an hub and for me that wa a major sell point the onli downsid i have with thi is that the devic block out a part of the other outlet on my wall it is two outlet and i use both of them so the other plug doesn t go all the way in howev i make it work just the same if they could make futur version a tad bit smaller where it goe into the wall then it would be perfect,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
huge fan of tplink product these are terrif to control outlet,5.0,i bought two of these to start with to use with my amazon echo and dot they are easi to set up alexa recogn them right away and inthink they perform better than the more expens brand in fact i ve becom a big fan of the tp link product becaus they are attract price and seem to be veri easi to set up i bought a cabl modem a wifi extend and if they ever get the color dim abl light bulb back in stock i will probabl buy their brand over the phillip hue which i own as well qualiti product great custom support and nice price highli recommend,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
one of my favorit new gadget to use with my echo,5.0,i bought one then two more then three more i say keep your eye open for a good price on these but they have work great so far with six of them so far i would recommend them to anyon look for a smart plug easi to set up and the app on my phone work great too all set up on my echo without a hitch and set up group and schedul wa a snap my onli issu is that they are kind of big you might have to use a small plug for the second outlet with these don t let it stop you,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
nice made,5.0,use as a devic to turn on a lamp in the ding room at supper time via echo dot i could see a lot of use for thi devic and if you want to control someth via the smart phone it would probabl work well i don t have a need for anyth like that or even have a smart phone but i could see use it that way it wasn t too hard to set up via a download app but it took me some time to figur it out even with good instruct if you are somewaht tech savvi it would take mayb a few minut,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
thi is great for me becaus you might lose track when you,5.0,set thi up with a lamp in my live room so i could turn it on when we were away took some time to set it up but it wasn t difficult onc i found out what the 2 button were for and how to get them to blink accord to the direct set up the wifi wa a breez onc you download the easi to use kasa app thi one also ha a timer the bulb don t so you can turn it off in a few hour thi is great for me becaus you might lose track when you are out and about it is a littl bulki so you probabl won t be abl to use the other plug on that outlet if you are use the amazon echo or dot thi pair perfectli onc you enabl the skill and set up the devic thru the alexa app it is veri conveni and cool to turn off light use alexa,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
easi basic home autom for light,5.0,i got thi for my parent as a proof of concept for them of autom a light with timer and amazon echo integr instal configur wa easi instal tp link ap creat account confirm email add devic add tp link skill to alexa ap got echo control of light also ad a light on at sunset control in the tp link ap low delay for echo voic command phone ap control work well not as power as smartth but veri low bar of entri in term of light function parent approv,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
great tp alexa devic that work perfect,4.0,great devic to start use with alexa i love thi becaus it control the lamp in my bedroom stupid builder put the switch for the lamp in the wors place now i tell alexa to turn on my bedroom light and bam problem solv 1 start remov becaus it block the second outlet tp link ha a smaller version that doesn t block it for a bit more money,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
work great so far,5.0,it is a littl tricki to set up and the instruct are not as clear as they could and should be don t get frustrat make sure you verifi your email address and wait ten minut after that to continu i found there wa a littl delay befor the verif actual hit the account onc you see that remot control is enabl in the kasa app you can then go to the alexa app and add the tp link i m go to order a few more,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
don t pass up buy thi devic,5.0,great plug easi to setup with the kasa app and then i just tell alexa to discov devic and i am all set walk into to my home and say alex turn on the live room light the light in my live room come on and alex repli okay what can be easier i have been use these for month now without ani issu these are one of the least expens option that work veri reliabl a light just abov the outlet is green when connect is solid and amber when there is an issu you can also manual turn the lamp on by depress the aforement light so even if your network is down you can still turn on the lamp or whatev you have plug in without have to remov thi smartplug,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
good product but onli work on 2 4 ghz wireless network,4.0,i like thi product it wa veri easi to set up and link to one of my echo devic in contrast i have wemo devic that i wa never abl to set up becaus it doesn t work well with android i would give the tp link 5 star except that it onli work with a 2 4 ghz wireless network if it is on the product descript here on amazon i still don t see it that should be a promin display requir fortun i had an old wi fi router that i use just for thi devic,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
work well but it s an outlet hog,3.0,i love use the product but it s quit big so it s hard to plug anyth into the outlet below it which is irrit a littl better design is need,"TP-Link Smart Plug, No Hub Required, Wi-Fi, Control your Devices from Anywhere, Works with Alexa and Google Assistant (HS100)"
