Header,Rating,Review,Product
Works great on low wattage items,4.0 ,"Works great on low wattage items, took a while to get my phone to download the program in English","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
I like this plug and it doesn't block the second outlet,5.0 ,I like this plug and it doesn't block the second outlet. It is working well with my wifi and dot.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Great device! Would recommend!!,5.0 ,Love this thing! Really handy being able to control power to a device remotely from the app. Super easy to set-up and program. Very intuitive set-up!,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Returned Immediately. Their app wanted FULL phone management permissions!!!!,1.0 ,"Returned them immediately!!!! I refuse to use because the their app required FULL PHONE MANAGEMENT PERMISSIONS to MAKE and MANAGE MY PHONE!!! Why would an electrical outlet need this type of permission???? TP-LINK, although more expensive, did not , so I bought more of them","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
"Most of the three plugs worked fine, but I connected one to a window air ...",3.0 ,"Most of the three plugs worked fine, but I connected one to a window air conditioner and it stopped working after 2 days. I think the power surge must of tripped something inside. It sets up fine and clicks like it's turning the switch on and off, but it doesn't actually work anymore.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Works great with Amazon,5.0 ,Once I found Geenie App it was a simple setup with Alexa App. Works great with Amazon Echo,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Whats Happening to Smart Plugs,2.0 ,Worked great at first but after few days would no longer function with echo,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Pleasant surprise,5.0 ,It works great. I've tried products that cost twice as much and don't perform nowhere near this one. I'm extremely happy and will be ordering more.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Good product and app.,5.0 ,Good product. Amazing reaction. Half second delay. From 4g/LTE to network. Love the app showing my power usage on my appliance.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Fantastic!!!!!!!!!,5.0 ,Connected it to my phone and tested it on and off wifi network works great. Will definitely have to tell everyone I know about this.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
"Works as advertised, mostly plug and play after downloading ...",4.0 ,"Works as advertised, mostly plug and play after downloading the app. The data for power usage can't be further manipulated (graphs are drawn for daily intervals and you can't seem to erase previous data). Also, only works with 2.4 MHz wifi so be prepared to have some interference from microwaves.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Exceeded my expectations. Hope there are future software upgrade ...,5.0 ,Exceeded my expectations. Hope there are future software upgrade to make it even more functional.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Worked as designed,5.0 ,"Worked as designed and, furthermore, worked with Alexa.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Directions hard to follow,4.0 ,Directions hard to follow. Works well though.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
great device,5.0 ,this item works great can control from anywhere,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Didn't work,1.0 ,Could not get to work for me.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Three Stars,3.0 ,Product works good but extremely hard to set up. Instructions are useless.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Five Stars,5.0 ,Love order another for my house,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Five Stars,5.0 ,"works great, easy to setup","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
works great.,4.0 ,"The only reason this doesn't get 5 star rating is I have not yet configured to work through Alexa other than that, works great.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
"Very good, working very well. Easy to connect, easy to operate.",5.0 ,"Very good, working very well. Easy to connect, easy to operate.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Smart plug.,5.0 ,"No problems with this plug. Unlike some of the other reviews stated, it DOES work with Alexa...as long as you're not a dodo.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
"This is the first ""smart plug"" device I have purchased ...",5.0 ,"This is the first ""smart plug"" device I have purchased It work seamlessly with echo dot As advertise ツ","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Its great plus it supports alexa,5.0 ,"Great product and very easy setup! Worth its price and i hope they keep the price low without sacrificing quality. To setup with alexa, you need to teach alexa with the smart skill: Geeni - Smart bulbs, plugs and smart home","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Great buy!,5.0 ,I love it! I use it to turn on my diffuser in the mornings and wake up to a great smelling room. The app is easy to use and I love the functionality of the plug.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
I've ordered two devices and they work good so far but one of them make a lot ...,5.0 ,Updated ... great customer service I've ordered two devices and they work good so far but one of them make a lot of noise and annoying whistling,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Five Stars,5.0 ,Fantastic!,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Great,5.0 ,Great,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Five Stars,5.0 ,works great,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Good instructions and works perfectly,5.0 ,Arrived quick and well packed. Good instructions and works perfectly. Super piece of kit. Very easy to set up and was done in a few minutes. I have tried others but this is the best. Does what it says. I will be buying more. Highly recommend.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Wont connect to wifi,5.0 ,"Cant for the life of me, get this to connect to my internet. Ive tried both connections methods and just get connection error please see help.... which then just tells you to do the same thing again. Update: found the problem router was too old, got a new one works fine now XD .","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Five Stars,5.0 ,works as advertised,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
WONDERFUL! LOVE THESE THINGS! ORDER A BUNCH! Works. Easy to setup. Jives with Alexa. A good device!,5.0 ,"I love these little guys. These work just fine. I have SEVEN of them now. They all function as advertised. They were delivered very quickly and setup is very easy. Just set them up in the KMC app, tap AP Mode and tell it to share with Alexa, and then have Alexa run discovery. That's pretty much all there is to it. One cool feature is the power monitor. It's a nice touch being able to see how much electricity the device plugged into it is using. I had to uninstall the software once; it wouldn't load correctly, but I reinstalled it and it remembered all of the settings which was great. I used to have to move a credenza to reset a camera, but now I can just tell Alexa to turn the cam off and on which resets it without me having to move. I also have one on my mattress warmer so if in the middle of the night I get chilly, I can tell Alexa to turn it on.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Easy setup and control,5.0 ,It really work for router remote restart when it down. The Android App is easy setup and control.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Alexa-ize your light!,5.0 ,Priced lower than the others and works like a champ with Alexa!,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Such a great value. Half the price of most other smart ...,5.0 ,Such a great value. Half the price of most other smart plugs and works just as well if not better. Uses Geeni app.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Easy to pair with alexa,4.0 ,Works well. Easy to pair with alexa. Have two of these now.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
In control...,5.0 ,Cool tool to manage lighting while out of town from our iPhone.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
and I love it! Scott in Trenton NJ,4.0 ,"a little tricky to set up, but after tying five times it finally worked, and I love it! Scott in Trenton NJ.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Although they all do work like they should,2.0 ,"Purchased 3 of these - Constant non-stop beeping (like a faint alarm sound) coming from all of them! Although they all do work like they should, the sound of the beeping is aggravating!","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
These were easy to setup,5.0 ,These were easy to setup. Being able to see power usage for plug in devices has been great. The value for the price is also good.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Does not work with Alexa,2.0 ,Does not work with Alexa,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Five Stars,5.0 ,Easy to set up. Works. Perfectly.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Works as expected,5.0 ,Works great with Alexa and also Genie phone app. Also has on/off switch on smart plug.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Good smart plugs.,5.0 ,These plugs work well with Alexa and were easy to set up.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Did not work.,1.0 ,Would not link to network. Comes with no contact information to call for support.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
it works,5.0 ,it works fine,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Works Great,5.0 ,"Works great! Had just a little misstep getting it set up, but all good and no issues since!","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
One Star,1.0 ,Broke after 2 months.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Perfect,5.0 ,Works perfectly and reliability. Works with Google Home.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
"Great Product, Good Price",4.0 ,I had a little trouble getting it connected to my network but after I got it connected t has worked great.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Five Stars,5.0 ,Works great so far.,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Four Stars,4.0 ,it took a little time to set up the first one but after that everyone went smoothly,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Good product while it lasted,1.0 ,Broke after 2 weeks 2 times already,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Five Stars,5.0 ,Excellent,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
"Works, but was a hassle to set up due to bad firmware version.",3.0 ,"I purchased this item from Amazon on January 9th, as a pre-order from when they were released as a new item on January 10th, 2017. After receiving two defective units from Amazon, and before returning the second, I decided to play around with it more and do some more research online. I am posting this to help anyone else who purchased this and is having trouble getting it to connect to your local WiFi network. I did get the unit working fine, but I removed two stars from my review because of the hassle of getting it to work. I spent over an hour with WeMo tech support, who offered no solutions, and made me jump through a bunch of hoops in the process. Cycling a reboot of my router did nothing. Changing my WiFi password did nothing. Disconnecting my phone from cellular service did nothing. The issue with these early units lies in the fact that they seem to get ""confused"" if you have other WeMo devices in your home. When trying to set up this WeMo mini, the WeMo app on my iPhone would find the device after I connected to its WiFi. The screen would show the device, ask me to name it, and click ""Next"". After clicking next, it would get stuck trying to get the device to find my home WiFi network. I have 4 other ""older"" WeMo devices (none of which ever had any issue connecting). I have a WeMo light switch, and 3 regular WeMo smart plugs. Two of the other WeMo smart plugs were easily accessible, so I tried completely unplugging them (not just turning them off). I did a factory reset on the WeMo mini I purchased, went through the app process of connecting it again, and voila! It immediately found my WiFi network and connected. And then it immediately downloaded a firmware update. So it seems like WeMo is aware of an issue, yet their tech support wasn't informed. And so far, I seem to be the only one publicly acknowledging the issue with these early release devices and buggy firmware. So long story short, if you have other WeMo devices in your household, and have trouble getting this WeMo mini to connect, try unplugging as many of the other devices as you can (they will automatically reconnect online after you plug them back in), factory reset the mini, and go through the setup process again. It should hopefully work.","Wemo Mini Smart Plug, Wi-Fi Enabled, Works with Amazon Alexa"
Bought one and like it so much I kept buying more.,5.0 ,"This light switch and the other outlet style plug has worked reliably for over 3 years. There would be occasional hiccups like power interruptions that cause the switches to restart, but they have never failed on me. However, you are at the mercy of your internet connection and if you happen to be away while the network crashes, you won't be able to communicate with the switches. The daily programs will continue to work regardless. Setting this up properly does require some networking knowledge and how to properly implement security. The switches both work on hidden and broadcasted SSID Wifi networks. Half of my switches work on the hidden SSID and the other half are connected to the broadcasted SSID. They do support security password keys, but if you want an extra layer of protection, turn on your basestation's MAC address check to enable access to your Wifi network. I have assigned static IP address to these switches to avoid conflict when power cycling happens to my router. This is the general rule for all of my stay-at-home devices. Update 2017 My eleventh switch will be arriving tomorrow. The first switch I bought in 2013 is still working to this day. All switches are still working reliably. Works perfectly with NEST thermostat, Amazon Echo and IFTTT for voice control.","Wemo Mini Smart Plug, Wi-Fi Enabled, Works with Amazon Alexa"
Worked well for ~2 months,1.0 ,"I bought 4 of these light switches about a month after they were released. I had been adding motion detector lights, dusk-to-dawn lights, etc., to both improve energy efficiency and safety in my house. My purchase was designed to move further toward both of these issues, along with a new Kwikset lock and some security cameras. Installation was relatively simple, even for someone who is not an electrician. As long as you have the proper wires and follow instructions, as other reviewers have mentioned, installation should not be too difficult (check before ordering though). Connecting to the WiFi was also not difficult for me. I have a Linksys router in the basement with a Linksys range extender upstairs and WeMo did not have any problems connecting when I followed instructions. The initial firmware update took quite a long time and the initial iPhone app version that I downloaded was *very* slow to detect the switches each time I loaded the app, but they seem to have fixed the latter issue. Once it was all setup, I LOVED it. I used IFTTT to automatically make sure lights were turned off at night and on in the morning, among other things. I really like the look of them and changed out many of my fan switches and other switches to the decorator-style to make it look even nicer. Really, really like the look of them, although I could see it not fitting as well in certain instances (I am definitely not an interior decorator). I do wish that these would work with 3-way lights (where you have two light switches that control the same light) or as dimmers, but unfortunately they don't. Here's the problem: two days ago, the power to the router went out for about 30 seconds, then turned back on. The internet and WiFi loaded fine and all of my devices worked fine - except two of the 4 light switches could no longer connect to WiFi! They would both just blink orange non-stop. I tried all of their support instructions on their website, which was minimal, and included resetting and restarting the device. Of course, now one of the switches started blinking green and I could no longer even turn the lights on manually. So I caved and called their support number (difficult to find, but calling the corporate headquarters 800-number routed me to support). Here is where it got really frustrating because, among other things, the person on the line spoke very poor English. It took about 35 minutes to get through the initial questions around model number, what lights were blinking, when I purchased the product, etc. In between each question, she would tell me to ""hold on a second"" and mute her line, before often (at least 10 times, no exaggeration) returning and asking me a question I had already answered. Multiple times, she forgot to mute her line and I heard her joking with her friends. But, OK, I only hold Belkin partially accountable for that. After over an hour, and having me try everything I already tried, she finally said she would send me a new one. For now, I have two switches that cannot connect to WiFi and one that cannot even turn the lights on. It is simply not worth all of this hassle just to be able to remotely turn some lights on and off. To make it worse: they only provide (poor) customer service for free for 90 days! After that, you have to pay to talk to someone. Luckily (unluckily?), mine broke after 60 days so I could get someone on the phone. I really wanted to like the product, and I would have if there was some quality control or better customer support, but unfortunately for me it didn't work out.","Wemo Mini Smart Plug, Wi-Fi Enabled, Works with Amazon Alexa"
"I really wanted to like it, but the failure rate & modes are shockingly high & incompatible with safe, sustained use (updates)",1.0 ,"I really, really wanted to like this product & technology, but the failure modes and failure rates are astoundingly high. Relevant background to my skill levels: I bought a couple of the plugs so that I could experiment with how to automate my home. I am neither a software or hardware engineer, however I am a (very highly) qualified engineer and I have self taught myself a lot about network hardware & application of software packages. I have an advanced router with repeater, fully LAN & WAN connected house, with network switches, POE devices etc. that I installed & runs pretty cleanly. First of all the app - I am still on 2nd level support waiting for a response to an issue where I am patient zero. I can create a rule, but it does not give me the choice of days. It is the same rule every day or no rule at all. I have tried installing the app on 2 i devices, same issue(the even have different itunes accounts to further firewall them from each other) So the app is highly buggy. App version 1.17.1. 2nd, the switch(es) I have RMA'ed one of my 2 as I still could, the first one I am stuck with. The 2nd one experienced worse functionality issues than the first one. It had to go as this is a defective unit. The rules limited me, so I tried anyway. Initial first time setup was quite smooth & I was initially impressed. (Hadn't realized the rules issues yet) Paired it to Alexa, that was pretty smooth too (Still impressed) Ran it for a few days, had fun having Alexa switch it on & off etc. Then we had a power outage. Big system failure on the WEMO. After restarting power, everything else came back up properly. I tried restarting the first switch (the still semi functional one that is not RMA'ed) several times to see if it would boot up, it actually would not boot up until I had pushed the power button several times & actually physically unplugged & replugged it several times. The WEMO devices were not recognized by the app on my phone, until I switched it to the same wifi network as they were running on. This i snot helpful when you are trying to make a remote access switch. So after trying & rebooting I have given up. I cannot set up a smart house with devices that require a full factory reboot and me to delete the app, reset all rules from scratch, every time the power fails or blips. So sadly I have to say the devices are junk, the app is junk and they need to be fully redesigned before both parts of the system become stable & reliable. Sorry Belkin, but you also have a lot of people on your own Community pages with many similar problems & your own support is not the one finding solutions, it is other users who have more time to do this than most of the rest of us have. So, folks, if you read this far, don't waste your time & money, these devices are great in concept, but are far from Implementation Ready for mainstream use. I have never been paid to write a review - good or bad and I have never been given anything for a review, except for one thing that was sent to me that I didn't want & I contacted the vendor & asked for an RMA (They said donate it - so I did). What you read is my genuine experience. Sadly 1 star reviews get pushed out of sight on Amazon & they are hard to access (even your own ones). Thanks for your time. Updated 3/17 to add rules screenshot showing the app issue with no days selectable. App version 1.17.1 (420001) that I am trying to deal with on 2nd level support. I still struggle with the concept that I am the only person with this issue & that it is identical on 2 unrelated Apple devices that are on different accounts. Just a side note - when Customers are on the phone with your reps, when discussing the product, it really makes a better impression of your company when they are aware of who your major competitor(s) are. 1st level support had never even heard of TP Link (check the recording it you don't believe me). 3/30/2017 update. I found a workaround out of sheer frustration & anger &, well, it is still strange. I had a blank screen for the days selection when creating rules. Nothing showed up at all, ever, I have deleted & reinstalled the app 3 times, done a full hardware reset on the switches 3+ times, had Belkin 2nd level support on the phone - you name it. (That was a whole different story - see the response comments!) So I was giving it one last try to see if it would work, I reinstalled everything from scratch. Set up a new rule - still nothing snowing in the days area of the screen. So I was really very angry about how much time & energy I had spent on this whole exercise & I was absentmindedly tapping my phone screen repeatedly, when I suddenly noticed that it was highlighting days of the week. So I played around some more. I can get it to highlight, at most, 6 of 7 days, in any combination. I have to guess where the day is to be selected on the screen, then I can find it. I sometimes have to tap that spot several times to get the day to select (no it is not my touchscreen, both devices have the same response) What I then found out was, if I select a day & I can now see it, that means that day is one in which the rule will NOT work. It Will work on the days that are not selected & still invisible on the screen. I have attached a couple of random screen shots so you can see what is going on. Is the issue fixed - no, not at all, it is still there & the software still has a huge flaw. Does it work enough that I want to continue to try to experiment with it - yes Will I want to see a software update to fix this issue - yes Do I want to continue to use this switch for the short term - yes So in short, I will not send it back, yet. There is something going on. I tried this workaround on 2 different Apple products (Iphone 6 & Ipad Mini 3) and the workaround works on both. Is it still fatally flawed - yes. Please can you pass this on to your 2nd or even higher level Engineers as there is still a problem that must get fixed, but this is a partial workaround. By the way, I also tried changing the screen color settings to see if it was screen contrast or color related - no it is not, the Apple devices are working exactly as they should, it is your software with the bug. If you want me to try anything else, have your engineers get in touch & we can see what we can do. I have still lost significant confidence in the product & am very unsure if I want to invest in any more of them to automate other parts of my home at this time.","Wemo Mini Smart Plug, Wi-Fi Enabled, Works with Amazon Alexa"
"Not very responsive to touch, was missing from my wemo account on iPad for several days",3.0 ,"We've been waiting for a wemo dimmer to be released for a while now. We have four other wemo devices in the house and have never had a single issue with them. This one is a bit different, though. Installation was a breeze, and we got it added to our wemo account within minutes of installing it. The only issue was that it didn't show up on our iPads (wemo iPhone app) for several days, while it was listed on our iPhones almost immediately. Eventually it showed up on our iPads, so I'm glad that's not an issue anymore. The other issue is I can't figure out how to best control the capacitive touch slider. If I tap on the brightness level dot that I want, nothing happens. If I slide my finger up and down the brightness level indicator, usually nothing happens. Sometimes it will work, and sometimes it won't. Thankfully using the iOS app is pretty reliable, so I usually set the dimming level through that. Good first attempt Belkin, but please create a Universal iPhone and iPad app for wemo, and please fix the capacitive touch slider.","Wemo Mini Smart Plug, Wi-Fi Enabled, Works with Amazon Alexa"
Wonderful switch once installed.,4.0 ,"Once you get this linked up with the app, it's fantastic! I've yet to experience any cutoffs or problems. It works well with Alexa and we love how it also functions as a regular switch. There are a couple of issues, however. It's deep - we had to buy a wall extender so that it ""covers"" how far it extends from the wall due to how it doesn't wholly fit inside the switch box. I hadn't realized how deep the switch box was until I tried to jam it in with the wires and a box. Once you do get it installed, which we did neatly with our extender, it then took forever to get it synced with the app (about an hour). I solved this issue (after searching online and trying all the suggestions) by moving our wifi router closer. The wall switch was in the kitchen so there was a wall between the switch and the router. I moved the router slightly closer (yet still in the living room) and it linked just fine. I don't think the router should be nearly in the same room as the switch (it's for the house with rooms), but I'm glad that the fix was very simple. The instructions are horribly simple and were of no use (another thing the company should change since it's obvious it's more complicated than they imply).I would recommend the switch, but I also suggest a lot of patience with installation.","Wemo Mini Smart Plug, Wi-Fi Enabled, Works with Amazon Alexa"
Love the Alexa integration; Wemo's dimming capabilities not so much,3.0 ,"I had been in the market for a Wi-Fi enabled dimmer to control 6 recessed lights in my family room for several months and was excited to see that the Wemo Dimmer announced earlier in the year at CES 2017 was finally becoming available. I had also recently purchased an Amazon Echo, so wanted to combine the voice control capabilities Alexa provides as an added plus. The unboxing was exciting and it seemed more like a smart phone channeling Apple with the minimalist packaging and polished aluminum back to the device (plus 1). The instructions were pretty straightforward and having changed out other switches in my home over the years I felt comfortable doing so. The instructions even led you through what to do if you need to swap the hot and load lines which (even though there is a 50% change of getting it right the first time) always seem to get reversed (plus 1). After installation and confirming that the switch in fact did control the lights, my next step was to connect it up to my Wi-Fi using the Wemo app on my iPhone. This is were things started to get more complex. Having just configured my Echo using a similar approach, I was familiar with how to attach to the Wemo device from the Wi-Fi control panel and then open the app to finish the configuration. This is where I got stuck with either the app crashing part way through the process or the app being unable to connect to the Wemo. Tried many different approaches (power cycling the switch, restarting the app, etc.). I was finally able to get it to work by trying from another device, but this too required several attempts (minus 1). Finally, I was able to get the app configured and then was able to set the bulb type and dimmer range. This is where I had my biggest disappointment with the product. About six months ago I had converted the incandescent cans into LED fixtures and had no problem controlling the dimming using my previous analog dimmer switch. Was able to dim to I would estimate around 10% of full brightness with an analog switch. The Wemo Dimmer gives you the capability to configure the type of bulb (LED, CFL, or incandescent) in the app and then adjust the minimum and maximum brightness to ensure you have smooth dimming with no annoying flashing. Unfortunately, I was only able to get Wemo to dim my lights to around 50% of their full brightness before they would strobe/flash. This seemed like pretty poor dimming performance compared to my previous analog switch (minus 2). Overall, I love the Alexa integration but was frankly disappointed by the performance of the dimmer. At the time I looked, this seemed to be the only dimmer product that was Wi-Fi enabled with Alexa, so will stick with it for now, but really only have ""bright"" and ""brightest"" for my end range of controllable light levels.","Wemo Mini Smart Plug, Wi-Fi Enabled, Works with Amazon Alexa"
Works very with little set up.. Could have better detail docs on app and perhaps US support team.,4.0 ,"I purchased 4 mini plugs. Started to install them in an environment that has two wireless routers linked together. The first went in just as expected..I took the second to our bedroom but it would not connect. I called customer support and they were of little help. Language barrier. Being somewhat knowledgeable about networks I took the second unit to the same plug where I attached the first. It loaded up quick and correctly. I then took unit 2 back to the bedroom and it continues to work, then after looking at app and lack of documentation on details I noted a small switch that says use same setup as previous units. This works fine unless you have multi routers then you have to turn this switch off so you can pick a different router I plan on expanding my WeMo system through the house. The app is very good and simple Love the link from amazon-echo.. can even use the amazon remote to turn light on and off. One question. Can I get this to work on my wife","Wemo Mini Smart Plug, Wi-Fi Enabled, Works with Amazon Alexa"
