Header,Rating,Review,Product,asin
Addicted to these. Great with Smartthings,5.0 ,I now have 7 of these. Kinda addicted as I plan to replace all my switches with smart switches. great addition to smartthings hub.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Functions ever time so far,5.0 ,I purchase two of these. They set up easily with my HomeSeer Controller software. No problems so far. I plan to order two more soon.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
I installed it myself,5.0 ,"The unit works great! I was able to install it myself, I just followed the directions. You have to hook the right black wires up to the correct points on the switch and hook up the white common wire. I have ADT Pulse and it installed easy on the Pulse system. It did take me several tries to get the switch synced up with the system. I highly recommend this switch.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Absolutely Great,5.0 ,Works absolutely great very easy to connect to SmartThings hub and Alexa... it controls my LED lights flawlessly,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
This worked great for us,5.0 ,This worked great for us. We used it this year to control the Christmas tree lights. We haven't quite decided how to use it for the rest of the year. More than likely a lamp that reacts to activity on the alarm system.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Switch works with Iris.,5.0 ,I purchased this switch to work with my Iris Home Automation system that is supported by Lowes. This switch easily synced with my Iris Hub the first time and I have not had any issues with it since. Great switch.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Super fast respond and wide area covarage,5.0 ,Super fast respond and wide area covarage. Only concern is I wish GE would make their screws more durable and easy to remove.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Three Stars,3.0 ,"don't know how it works, seems you need to purchase a separate hub for it to work","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
This receptacle works better than previous designs,5.0 ,This receptacle works better than previous designs. Pass thru is so much easier install with a controlled receptacle and screw terminals than the wire leads and wire nut version.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Great with Smart Devices!,4.0 ,I love GE Smart devices. I have them all around my house. I use this to turn on/off my kitchen fan. Only one works Zwave while the other is a regular plug. I thought I wouldn't like that but somethings I don't want to be able to turn on/off.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Works great, super fun to use!",5.0 ,"I've installed about 5 of these now, in addition to 3 sets of 3-way z-wave switches and I love these things. They look great, work awesome and are super fun to use. The main issue is how bulky they are due to the electronics inside them - this makes them difficult to cram into the electrical box.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
simple,4.0 ,"I love the idea for this product and I will use it to control my Xmas lights. I bought to help control a space heater but the zwave outlet will only control 600 watts, the non zwave will control 1200. I figure down the road they will make one to control higher watt pulling devices. Easy to install, you twist 3wires and u r done. The wires tho are not copper so I guess that is why it will not over 600? I don't know but still cool and now I don't have to bend over to them tree on and off Michael lipchock","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
it should work fine. Just check first,4.0 ,"I had to return this item as I was hoping this would work to control 2 oscillating fans, which it didn't. It was my fault though as the directions do state their maximum power requirements. Two oscillating fans was too much. For regular ceiling fans, it should work fine. Just check first!","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Upside down!,3.0 ,"I ordered 4 of these add ons. The first one I installed had the face plate on upside down. So, when I pushed up the light would turn off:) Solution was simple, but annoying. Three more to go...","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Five Stars,5.0 ,Easy to install and connected with Piper the first attempt. Works as advertised.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Works great. I have 4 of these and have had ...,5.0 ,Works great. I have 4 of these and have had no problems. They have operated flawlessly. through the 2 years I've had them.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
A perfect addition to any Z Wave network,5.0 ,"I added 6 of these switches to my network for controlling simple on/off of multiple lights around my house. One of the best applications is at my front porch. I have it set to turn on just before arriving home and turn back off about 30 minutes later. Sure I could accomplish the same thing with a simple motion detector light, but I don't want motion detector lights turning on and off all night long every time a cat walks through my yard. I'd recommend this product to anyone! I'm running MControl V 2.1 on a HP MediaSmart EX470 running Windows Home Server V1. I have added many more devices since this once such as dimmers, appliance modules, and even dead bolts. Z Wave is definitely the way to automate your home without breaking the bank!","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Good for what it does...,4.0 ,"Requires only traveler and neutral. Would have been nice if it had the little blue LED indicator (with option to turn off) life the regular on/off. Instructions for a non-electrician are OK, but a bit cluttered considering the unique wiring for this switch.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Installed quickly. Staples hub programming a no brainer.,4.0 ,"Works as designed. Even though the Staples smart hub did not specifically list this switch, it did find it in manual mode without any problem. Programming it went without a hitch. If I had a complaint, a minor one, that the switch has no wires coming out of it. I decided to cannibalize the timer switch I had already.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
I have several of these through out my house now ...,4.0 ,I have several of these through out my house now. They work fairly well. Just be sure to have a neutral wire. I had to run new wire to several of the switches because I live in an older home.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Works great, but it is a big switch!",4.0 ,"Work great so far with SmartThings. Only complaint would be around how big the switch case is, it really took some wire management and cramming to get it to fit into some of my electrical boxes.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Easy install and works,5.0 ,Installed this to control some outside lights with zwave motion detectors. Easy to install and has worked flawlessly now for a couple of months.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Nice switch...,5.0 ,Nice switches if you automate your home-BUT its contingient on a internet service that will not go down. If it does your screwed!! All you really need to do now is find a reliable hub to control these.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Vera Lite,5.0 ,Works perfect with Vera,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Very easy to setup, no issues.",5.0 ,Works great in my Home Assistant setup. No issues at all and range is fantastic.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
hurray,4.0 ,Awesome...when I get home and the outside light is not on I'm now able to turn it on from my phone in the car. No more trying to open the door in the dark! Only issue I have is that it didn't manually indicate if it's on our off,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Nice switch.,5.0 ,So easy to install and setup. Works very well. I will be buying more and more of these to go with my smart hub.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Did not work with two black wires and a ground.,3.0 ,"Did not work for me, but was because I had the wrong wiring, I guess. Instead I bought the dimmer one, GE Z-Wave Wireless Lighting Control Dimmer Switch (even though I am not dimming the lights) and it worked perfect. My setup was that I had two black wires and a ground, so no neutral wire.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Five Stars,5.0 ,Works great with my WINK 2 hub. Just what I wanted to add to my Smart Home system.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Five Stars,5.0 ,This is working great and was a breeze to connect to my smartthings hub.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Reliable,5.0 ,Works reliably. Easy to install DIY. Connected to Aerotec-Z it never failed a call. Fast... I do wish zwave switches could be cheaper.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Work great! Love them,5.0 ,I must have over 10 of these things in the house by now. Work great! Love them.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Product works was expected without issues.,5.0 ,I've paired up a GE Add-On Switch with a GE Z-Wave Dimmer and the product works as expected. The installation was painless (given the electrical was done properly). Dimmer functionality works flawlessly with no noticeable delay. The only downside is the switch does look slightly different than the dimmer switch as it has no LED light.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Follows the program I set exactly. No missed on-off ...,5.0 ,Follows the program I set exactly. No missed on-off times. Needs a neutral (white) wire in the electrical box. It is a lot larger than a normal light switch and you can have challenges trying to fit the switch in your electrical outlet box if you have numerous wire connections in the box.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
It paired up perfectly with my SmartThings system and is easily controlled. I use it for my front porch ...,5.0 ,Yes this switch works very. It paired up perfectly with my SmartThings system and is easily controlled. I use it for my front porch lights and I'm able to control the exterior lights without any problems. Highly recommend.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Keep your hub close when setting these up.,4.0 ,They work but are a little tough to get set up. I am using them in an outdoor box since the paddle is identical to a standard switch. It is tight with two together in a double box.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Does exactly what it's supposed to do,5.0 ,"Easy to install, much cheaper than what my alarm company wanted to charge me, and hooked into my Z-Wave alarm system flawlessly. Looks really good too. The blue light in the bottom corner is ON when the light is OFF and vice-versa. Easily know if the light is on or off. Very helpful for outdoor lights that are controlled from indoor switches (like mine).","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Love these Home Automation Switches!,5.0 ,"Great switch, no problems at all. But I will warn you, they are addictive... You can't install just one. :-) I have 12 of them now around the house...","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"This unit is a bit large, which makes it ...",4.0 ,"This unit is a bit large, which makes it hard to fit into standard wall box, it also comes only in one color which doesn't match the rest of the switches in our house. It works okay, but the switch and the controller stop communicating occasionally, and I can't figure out which is to blame.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Works with alarm.com and east to program, worked as expected",5.0 ,it worked well Easy to install Easy to program I use with alarm.com and no issues in pairing.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Great Switch!,4.0 ,"Good switch. Easy to install. Appreciate you don't have to deal with jumpers which mean you don't need bulky wire nuts, Instructions need clarification: To PAIR THE SWITCH you need to toggle the switch On THEN off. The instructions say to just press the switch once. It wont pair that way. Otherwise good product!","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"2/30 Defective, other than that they work great.",3.0 ,"I recieved 2/9 defective! 1. The blue light wont turn on, I already checked the programing of the device and it seems ok. 2. Wont turn off, after a couple of seconds that its turned off it will automatically go on again. I already have around 20 of this devices installed in my house, but this 2 where defective, I am unable to return then since I took them outside the US, but let me know if there is a way to get a refund.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Works with staples connect,5.0 ,"Bought this to test if it would work with my Staples connect. It does! One thing I learned. If you have a three way swith, you may want to buy the add-on switch too (12723). I had to learn the hard way by messing with it for 2 hours.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Works good. Slight delay when you turn it on/off,5.0 ,"Works good. Slight delay when you turn it on/off. It's kinda big, so you really have to keep things clean in the box or it might not fit.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
These are great. Work just as advertised and had no trouble ...,5.0 ,These are great. Work just as advertised and had no trouble linking them to my Smartthings hub. Plus I like the ability to manually turn lights on by pressing the top and off by pressing the bottom even in a three way or four way light circuit.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Works fine, but be aware that you need 3 cables to connect it",5.0 ,"Works as expected, connected without any problems to my SmartThings hub. Just have in mind that you need 3 cables to connect it, not 2. And if you had a traditional light switch, you may only have 2 cables running.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Wonderful switch,4.0 ,"This is a great product, but I ended up not needing it. So I will be returning. If I do need it I would definitely purchase this again. Works great with smartthings.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Easy to install switch,5.0 ,Easy to install and use. I got 5 of these to pair with my wink hub no problem,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Works great,5.0 ,works really well. SmartThings hub recognized it no problem. Easy to install. Had to break off the 3 side metal tabs which I should have done before installation...have no idea why they are there though.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Four Stars,4.0 ,"Almost there, one less star because it has intermittent disconnections","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
It works I guess,3.0 ,"After having WeMo devices, this was a bit of a let down.....Z-Wave range isn't ver good. and having to add repeaters has been annoying. the product works but its clunky and has ""baggage""","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
This is the dimmer version that I must of missed ...,5.0 ,This is the dimmer version that I must of missed reading but they do work. Have it added to wink after some wiring issues. Issues were on my house setup and not on the device though.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Great Zwave Switch,5.0 ,"Easy to install, easy to pair with Wink hub and performs great. No dimming but for outside lights wasn't required. Hasn't dropped off network once in since I installed it 60 days ago. Priced much better than Levitron.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Simple Enough, but still pricey.",4.0 ,"Simple enough; very nearly the simplest switch out. The hardest part, if it can be called that, is figuring out which wire is connected to the light or adding the new common connection so the switch has the right power when ""off"". Compared to the price of a mechanical switch, it's pretty expensive switching to ZWave. I have a smaller home, so I can do a few every few months and be done in a reasonable amount of time.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Great product with easy installation and setup,5.0 ,Order in total 4 of this and 3 connected to my Z-Wave without issue. I have little problem when Z-Wave doesn't recognize device but solution I found on internet is pretty simple. Need to remove device first (even it is not yet registered) and then add again. Different controller has different procedure for that. In my Vera it just need retry 2 times.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Maybe I'll buy another!,5.0 ,"Had to call Customer Service due to my particular setup, but it was resolved quickly by the agent. Works perfectly and was enrolled on my Z-wave system in a snap.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Wireless lighting control nice to have.,5.0 ,I have 2 connected to a Wink hub. Both were easy enough to install and are working just fine.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
I'm not sure but it seems like after a power outage it turns itself back to ...,4.0 ,Works well. I'm not sure but it seems like after a power outage it turns itself back to the on state on occasion.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Overall I would recommend it though,4.0 ,"The outlet works perfectly and was very simple to install, the only reason I gave it 4 instead of 5 stars is for the noise it makes when you turn it on. It doesn't bother me much because its not a constant noise its just one loud click when you turn the outlet on from zwave device. Maybe I did something wrong because other people are not reporting it being as loud. Overall I would recommend it though.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Works as advertised,5.0 ,Has a small on/off switch below toggle that I had to trim my cover plate to fit.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Great product! Works as expected,5.0 ,Actual GE fan switch. Works just as well as all my other GE smart switches. These are among my most reliable smart home items (have yet to experience an issue worth mentioning).,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Solid switch and reliable. Range is typical of inwall ...,4.0 ,"Solid switch and reliable. Range is typical of inwall zwave device. If you have a long ranch home with brick/stone, you will need devices in between to ensure you don't get communication errors.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Great switches,5.0 ,"I have about 15 of these switches, and they work very well and pair easily with a Vera lite controller. I can't believe all the people that gave 1 star. What a huge group of whiners. Why is it the switch's fault that you don't have white, neutral wires in your house? I think if you filter out these clowns, you will have almost all 5 star results. Keep in mind you will need to pigtail off your neutral (white) wire bundle for these to work. Anyways, great switches, that allow for cool automation options when used with my Vera controller. ( turn off the lights in my kids rooms once they've fallen asleep, set the outdoor security lights to come on at sunset and off at sunrise via scheduling scenes).","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Was hard to understand the directions so I called in my electrician and it worked like a charm,5.0 ,Wired up to a 4way application in my house. Was hard to understand the directions so I called in my electrician and it worked like a charm. Reliability has been good so far.....couple months.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
I really like these as there's no delay vs the main switch,5.0 ,"I really like these as there's no delay vs the main switch. I can do dimming, etc from them too. I do wish the add-on switches had the LED like the main switches though.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
different color trim to match mount plate and it intergrates into my smart home!,5.0 ,"A breeze to install, different color trim to match mount plate and it intergrates into my smart home!","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Not as good as I had hoped,3.0 ,"The switch seems to have some issues with my setup. When it first turns on, the light flashes bright then goes low and fades up to full brightness. Maybe the problem is my CFL bulbs or maybe it is a setting I haven't found yet. It doesn't take normal plate screws so you have to use the ones included, but they are too short for my decorative cover.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Good But Bright LED,4.0 ,This outlet was very simple to install and works very well with my smartthings hub. the only issue I have with it is that there is a bright blue LED that lights up when the outlet is on.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Works great but follow the directions!,5.0 ,"The add-on switch worked as described. The key to a successful installation is in the labeling of the wires from your old switch, both the smart switch and this add-on, and then follow the directions of the add-on precisely. I know have my outdoor coach lights coming on at sunset and turning off at 11pm consistantly.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Works Nicely,4.0 ,"First, this was easy to install and connect to my home controller. The biggest issue is that the Blue LED is way too bright. I've had to put a piece of duct tape over the LED when it's used in a bedroom. Of course you could leave it uncovered if you want it to double as a night light...","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Easy to install and works great with Alexa,5.0 ,Easy to install and works great with Alexa. However you do need a hub. I got the Wink Hub 2 and programing is a snap.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Its a GE - it works great.,5.0 ,Does what it is supposed to do. Note that only one side of the outlet is ZWave controlled. The other side is on always. I installed it in my front porch ceiling to control seasonal lights.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Works great.,5.0 ,Had to return the first one because it wouldn't connect with my Smartthings hub but the replacement worked like a charm. I love to have the back porch light come on at night when I pull up in my driveway,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
GE 45605 Z-Wave module installed JUST IN TIME,5.0 ,"We were committed to replacing several old analog timers controlling table lamps and security lighting around our home. We experience 1-2 power outages each month. Most outages are less than an hour or two, but each outage requires us to reset each of the timers. Our home security system uses a Honeywell 6280i Tuxedo Touch Z-Wave keypad. This model also supports Z-Wave so we're using it as our Z-Wave controller. We started replacing the analog timers last night. Installation took about five minutes for each GE 45605 module. If you do not have a copper ground wire or grounded box, this module may not work. Verify this BEFORE opening the sealed GE 45605 package, so you have an option to return the product. Once installed, we pressed the activation button on each of the modules. The modules immediately displayed on our keypad controller. The blue LED light on the module should now be on also indicating it linked to the controller. We created Z-Wave Scenes and programmed the on/off times for each module on the keypad and they worked perfectly. We woke up this morning to yet another power outage. Just by habit family members began to reset the old analog timers. The problem was those old timers were gone. Since our keypad controller receives current time (including Daylight Savings Time) from our security system, no adjustments are required. We will never need to reset timers again. Remember, only the bottom outlet on this module is Z-Wave enabled. The top outlet power is always hot (live). We also installed a Honeywell Z-Wave Thermostat module and also use our keypad to make changes to our HVAC system. With this keypad controller also hardwired to our home network, we can control all Z-Wave modules via any web-enabled device including iPhones, iPads, and PC's.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
worked out of the box better than I expected,5.0 ,"Was able to install it without any hiccups, worked out of the box better than I expected. Connected turn SmartThings no problem.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Works great with ADT Pulse!,5.0 ,Works great with ADT Pulse system! Easy to install with basic electrical knowledge. Included instructions are somewhat difficult to understand (not a professional electrician). Fits great into standard GFI wall plate and single gang wall boxes. Synced easily with ADT Pulse system for remote lighting control.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Excellent Z-wave On/Off Switch,5.0 ,This has been working great for the last 2 1/2 years. No complaints and no issues with it so far.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Easy to use and very reliable,5.0 ,"I have installed 7 of these over the past year in my home running a wide range of routines and have never had an issue with losing power or internet. They all connect with my smartthings hub and alexa. The only downside to these is their size, you need a deep box especially if you want to install several together. It makes wire management harder.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Worked flawlessly,5.0 ,"After normal installation, it took only a few seconds for my Smart Things hub to recognize the unit. It has been working flawlessly for a few days now. I also found out that turning it off or on through the SmartThings hub is very responsive.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
These are the best Z-wave switches I have found,5.0 ,"These are the best Z-wave switches I have found. They are a bit large compared to the regular Decora ones they replaced, but are well built. Hopefully they will last.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Installation and setup easy.,5.0 ,Works as advertised. Installation and setup easy.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
What a great price for this smart device,5.0 ,What a great price for this smart device. And it synced up easily and works great with my SmartThings hub.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Love it! Works great,5.0 ,Love it! Works great! So far no issues. I have a Vera 3 with UI7 and have no problems at all.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Product fine, just will not work with older house wiring.",2.0 ,"Product only works with 4-wires to switch, and will not work with normal older house wiring. Wish I would have known prior to purchasing.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Five Stars,5.0 ,It works very good and I use it outside for a Bug Zapper.,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
